Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2002-10-02,23.59734535217285,23.59734535217285,23.59734535217285,23.59734535217285,0
2002-10-03,24.231199264526367,25.514971410991343,23.910256227910125,23.910256227910125,673264
2002-10-04,24.078754425048828,24.624356667068596,23.83002305495696,24.552144965713232,258296
2002-10-07,23.974445343017578,24.391672295941262,23.765834315156937,24.23922483381187,110976
2002-10-08,24.624361038208008,24.857044316591253,23.91026306719665,24.046664876215313,227352
2002-10-09,23.998517990112305,25.105770576386984,23.789904509750063,24.712615814512713,277040
2002-10-10,24.02259063720703,24.71261879456787,23.517106232213305,24.71261879456787,173224
2002-10-11,24.5280704498291,24.993436833582273,24.463880378848803,24.696563570725388,192536
2002-10-14,24.35155487060547,25.03355887851369,24.118871639980558,24.985416929411688,152744
2002-10-15,24.35155487060547,24.35155487060547,24.35155487060547,24.35155487060547,0
2002-10-16,24.399690628051758,27.45667301277496,24.24724320174811,27.45667301277496,247760
2002-10-17,24.399690628051758,24.55213805435541,24.086771711196768,24.55213805435541,144512
2002-10-18,24.91320037841797,25.627298063795788,24.576209248931427,24.873082503412466,512312
2002-10-21,25.2983341217041,26.14883366652147,25.19402861325526,25.498923521491168,646296
2002-10-22,24.38364601135254,25.51497067239595,24.23119856309301,25.51497067239595,229384
2002-10-23,24.27131462097168,24.840988941465056,24.0867733735418,24.55213974881763,153320
2002-10-24,23.846067428588867,24.616328719747912,23.68559591816391,24.536092964535435,168744
2002-10-25,23.35663604736328,23.80595690507675,23.284424335084722,23.428847759641844,172296
2002-10-28,23.01162338256836,23.42885046620178,22.819057978045997,23.18814309839834,134504
2002-10-29,23.212209701538086,23.39675346093844,22.81905487727018,22.94743261237442,143024
2002-10-30,23.60537338256836,24.030622143904377,23.268382042511753,23.428853642804935,164320
2002-10-31,23.974445343017578,24.07072923941572,23.62140847055972,23.74978618289018,118928
2002-11-01,23.72572135925293,24.487961276764654,23.597343620267456,24.086782372811115,108792
2002-11-04,23.90223503112793,24.070730635295266,23.71769374236454,24.070730635295266,56560
2002-11-05,23.645477294921875,23.95839624066278,23.493027405944776,23.677571106274637,70288
2002-11-06,23.645477294921875,23.645477294921875,23.645477294921875,23.645477294921875,0
2002-11-07,24.375621795654297,25.35449900240263,24.070726901015156,24.070726901015156,204880
2002-11-08,23.95036506652832,24.223166054953005,23.76582386957636,23.910247202095274,77664
2002-11-11,23.589324951171875,24.07073974609375,23.54118298195923,24.07073974609375,66568
2002-11-12,23.709667205810547,24.070728127726444,23.428842044320405,23.428842044320405,106864
2002-11-13,23.509075164794922,23.894205792149872,23.38069747280967,23.830018170457652,106264
2002-11-14,23.830028533935547,24.327491388495492,23.517109457048686,23.87817049544165,211856
2002-11-15,24.34352684020996,24.495974280373993,24.070725771189977,24.359574970164427,154144
2002-11-18,24.592256546020508,24.86505759710451,24.287361685738503,24.552138672372838,217672
2002-11-19,24.592256546020508,24.592256546020504,24.592256546020504,24.592256546020504,0
2002-11-20,25.40264892578125,25.59521431176067,24.55214915172027,24.55214915172027,406128
2002-11-21,27.601106643676758,28.708359360988293,25.87603747844696,25.87603747844696,2664024
2002-11-22,27.175861358642578,28.997212208961496,26.5660689029289,26.5660689029289,1184016
2002-11-25,27.127708435058594,27.729476579365123,26.798741359784184,27.44062738037782,428920
2002-11-26,26.96724510192871,27.889956536145895,26.81479761556097,27.3603999189618,367496
2002-11-27,26.397560119628906,27.440624805206948,26.245112693764547,27.440624805206948,301128
2002-11-28,27.472721099853516,28.06646517719773,26.64629383054207,26.654317895492838,447680
2002-11-29,27.472721099853516,27.472721099853512,27.472721099853512,27.472721099853512,0
2002-12-02,30.417377471923828,31.452418298664767,28.547882772255793,28.804638186787376,1388680
2002-12-03,32.15849685668945,33.65088272503255,30.02422725259394,31.131479941163814,4082608
2002-12-04,31.08333396911621,32.85654481387074,30.65808540639913,31.596842360491888,2594928
2002-12-05,31.86965560913086,32.80841284885032,30.890778027267594,30.890778027267594,1720264
2002-12-06,32.7041015625,33.16946806643066,31.86162594605204,32.41525228999755,1139968
2002-12-09,31.131473541259766,33.201555080800055,30.82657864581153,32.575717159153264,975768
2002-12-10,31.8455810546875,32.41525559067969,30.345173416062124,30.56983262388357,837808
2002-12-11,33.34599304199219,34.65383537006355,32.5757290091972,32.73620058067108,3286400
2002-12-12,33.61878967285156,34.661854746233594,33.378082348224936,33.378082348224936,2568024
2002-12-13,33.75520706176758,34.45325715646679,33.55461753192252,34.019984261721994,1112288
2002-12-16,32.30292510986328,34.453243007272675,32.110359730014956,34.180441848437404,1231456
2002-12-17,31.709156036376953,32.91269177993478,31.388213171428195,32.91269177993478,855656
2002-12-18,31.41229820251465,32.55966852395795,31.195660683746592,32.0622083102179,618096
2002-12-19,34.068115234375,34.9025669192764,31.693135478423404,32.04617244719686,3770256
2002-12-20,34.34892654418945,35.27163770893226,33.69901645147652,34.50137398603548,2952072
2002-12-23,33.12934875488281,34.50940497047539,32.89666551292629,34.501380903800744,1277744
2002-12-24,34.49335861206055,34.66185422649296,33.097256639880435,33.21761030038909,1729840
2002-12-25,34.49335861206055,34.49335861206055,34.49335861206055,34.49335861206055,0
2002-12-26,35.47222900390625,35.91352567169187,34.18043281394087,34.75813124939154,2894448
2002-12-27,34.66987609863281,35.86538856094401,34.52545024600512,35.720965156917664,956984
2002-12-30,36.683773040771484,37.0528554027186,33.86749871169731,34.661831868974666,4253744
2002-12-31,38.585384368896484,39.21122489378047,35.945627815887555,36.92450526710012,9998480
2003-01-01,39.21122741699219,39.7808995070296,38.50515107029799,38.50515107029799,6027072
2003-01-02,37.421974182128906,40.39069858791455,37.17324272868049,39.49205915586504,5325328
2003-01-03,37.87931442260742,39.187156732948644,37.55034721582534,38.513176631615735,4198040
2003-01-06,36.7559928894043,38.63350871086651,36.50726160632245,38.46501316757877,4121520
2003-01-07,36.33076477050781,37.550349759222506,35.98575185258823,37.229406598887266,2650800
2003-01-08,37.630592346191406,37.967583704852004,36.539384914235946,36.8121861600742,2648456
2003-01-09,37.999671936035156,38.60946445065421,37.51825717953624,37.87129417791503,2630400
2003-01-10,35.672821044921875,38.51316659131081,35.47223163559213,38.51316659131081,1702816
2003-01-13,36.03388214111328,36.42703689541848,34.822321613681986,36.09004570681334,2421496
2003-01-14,36.51530075073242,37.63057750475651,36.26656936492525,36.410992776760914,2239360
2003-01-15,37.24546432495117,37.630595237062145,36.60357783903114,36.81218898807305,2759760
2003-01-16,37.77499771118164,38.64154545446882,36.92450054916079,37.52626879508191,2842656
2003-01-17,36.92449188232422,37.87127272090661,36.764020387744104,37.30962248987622,1284144
2003-01-20,35.74503707885742,36.89240765997275,35.480260005862036,36.74798424717553,928872
2003-01-21,34.81429672241211,36.30668238877595,34.66184926398057,35.79317400051128,1147240
2003-01-22,34.96673583984375,35.78514139834937,34.70998293125808,35.11116164648622,1081352
2003-01-23,33.6829719543457,34.96674414810602,33.233653645410506,34.50137770730836,1001872
2003-01-24,32.47942352294922,34.324845369675884,32.02208131705101,33.779243368344616,1436848
2003-01-27,30.216793060302734,32.07826155300458,29.703284595026414,30.810537299797275,916832
2003-01-28,32.32699203491211,32.57572341772339,29.687235626989295,30.898796273378604,2043224
2003-01-29,31.41229820251465,32.89665967568584,31.163566871344155,32.43129327434822,1370440
2003-01-30,31.89371109008789,32.800374098868936,31.307991085986973,31.307991085986973,1203464
2003-01-31,31.12345314025879,32.16651809821117,30.92286372526795,31.29194873857135,1083040
2003-02-03,33.49842071533203,33.682961933844595,31.21170217548302,31.33205578284349,1566808
2003-02-04,32.447349548339844,34.324866345688264,32.102336667336274,33.538556666442034,1311144
2003-02-05,31.8455810546875,32.41525559067969,31.348120680625232,31.9338409036894,845080
2003-02-06,32.48746871948242,32.67201249336362,31.53266337173795,31.89372440271205,946624
2003-02-07,32.17454147338867,33.321911923049086,31.81348053416112,32.18256553953619,1023440
2003-02-10,31.107402801513672,32.238724973897426,31.00309485216563,31.773358580193534,449688
2003-02-11,30.826589584350586,31.925818369971534,30.650069877864556,31.131484587988083,701960
2003-02-12,30.417377471923828,31.291946776732804,30.1846942548427,31.14752338643448,459064
2003-02-13,30.417377471923828,30.417377471923825,30.417377471923825,30.417377471923825,0
2003-02-14,28.876850128173828,30.71424858024236,28.604049028283494,29.29407706819513,790336
2003-02-17,30.71425437927246,30.810538290872074,29.390364062086554,29.687237415684027,795272
2003-02-18,30.529714584350586,31.452426063246858,30.37726709060111,31.19567058533069,819688
2003-02-19,30.545766830444336,31.107417371439933,30.433434763363586,30.971015546328758,455960
2003-02-20,30.449480056762695,30.642045448824234,29.414438931905355,29.783524028374355,542944
2003-02-21,29.919912338256836,30.778435890127753,29.799558706607694,30.489586684449627,494544
2003-02-24,30.10447120666504,30.642049562989904,29.84771568370841,30.642049562989904,326488
2003-02-25,29.39838409423828,30.168647935503294,29.133607046585265,29.133607046585265,264440
2003-02-26,28.8848819732666,30.13656068182851,28.66022275958191,29.703287941949867,422312
2003-02-27,29.326168060302734,29.815606648977347,28.692306093999953,28.724399905850557,280480
2003-02-28,30.84262466430664,31.1314738807555,29.5588525455126,30.417376129396512,694688
2003-03-03,30.505624771118164,31.444381319745148,29.703267490958297,29.703267490958297,500896
2003-03-04,29.743398666381836,30.16864723574305,29.526761124344265,30.16864723574305,255760
2003-03-05,29.863759994506836,30.168654996412833,28.844764551091526,29.414439111222876,471552
2003-03-06,29.053369522094727,30.104458479984253,28.884873934423698,30.104458479984253,265080
2003-03-07,28.24299430847168,29.510718641740823,28.122640639543533,29.510718641740823,518664
2003-03-10,26.333383560180664,28.403465672096168,25.916156531319384,28.1386885817122,346400
2003-03-11,26.96724510192871,27.889956536145895,25.402647452603915,25.67544860430433,497168
2003-03-12,26.566059112548828,27.713429435755536,26.44570547940403,27.713429435755536,481872
2003-03-13,26.91107749938965,27.424585951620177,26.31733327497931,27.095621244564093,390112
2003-03-14,26.91107749938965,26.91107749938965,26.91107749938965,26.91107749938965,0
2003-03-17,26.830842971801758,27.601106910178206,25.85196797496219,26.172911078568912,373856
2003-03-18,26.830842971801758,26.83084297180176,26.83084297180176,26.83084297180176,0
2003-03-19,26.774669647216797,27.761568351964875,26.517914278394198,27.52086111191894,374256
2003-03-20,27.424571990966797,27.601091579344548,26.317319877979685,26.878969997326813,537616
2003-03-21,27.424571990966797,27.424571990966797,27.424571990966797,27.424571990966797,0
2003-03-24,26.694448471069336,28.08252666687703,26.477810857341197,27.841819295446655,328920
2003-03-25,26.309307098388672,27.26411222104566,25.755680804461615,27.26411222104566,351496
2003-03-26,26.188953399658203,27.119688770250974,25.755680755179178,27.119688770250974,260264
2003-03-27,25.940217971801758,26.317326990434303,25.675440966277367,25.980335848311565,241056
2003-03-28,25.78776741027832,26.638266779089857,25.67543785936372,26.638266779089857,218000
2003-03-31,24.64040184020996,25.490901367101092,20.84524900706965,20.84524900706965,230712
2003-04-02,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-04-03,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-04-04,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-04-07,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-04-08,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-04-09,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-04-10,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-04-11,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-04-14,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-04-15,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-04-16,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-04-17,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-04-18,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-04-21,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-04-22,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-04-23,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-04-24,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-04-25,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-04-28,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-04-29,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-04-30,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-05-01,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-05-02,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-05-05,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-05-06,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-05-07,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-05-08,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-05-09,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-05-12,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-05-13,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-05-14,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-05-15,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-05-16,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-05-19,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-05-20,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-05-21,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-05-22,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-05-23,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-05-26,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-05-27,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-05-28,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-05-29,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-05-30,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-06-02,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-06-03,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-06-04,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-06-05,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-06-06,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-06-09,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-06-10,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-06-11,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-06-12,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-06-13,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-06-16,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-06-17,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-06-18,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-06-19,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-06-20,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-06-23,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-06-24,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-06-25,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-06-26,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-06-27,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-06-30,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-07-01,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-07-02,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-07-03,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-07-04,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-07-07,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-07-08,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-07-09,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-07-10,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-07-11,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-07-14,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-07-15,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-07-16,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-07-17,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-07-18,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-07-21,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-07-22,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-07-23,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-07-24,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-07-25,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-07-28,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-07-29,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-07-30,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-07-31,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-08-01,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-08-04,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-08-05,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-08-06,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-08-07,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-08-08,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-08-11,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-08-12,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-08-13,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-08-14,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-08-15,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-08-18,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-08-19,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-08-20,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-08-21,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-08-22,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-08-25,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-08-26,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-08-27,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-08-28,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-08-29,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-09-01,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-09-02,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-09-03,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-09-04,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-09-05,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-09-08,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-09-09,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-09-10,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-09-11,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-09-12,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-09-15,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-09-16,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-09-17,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-09-18,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-09-19,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-09-22,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-09-23,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-09-24,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-09-25,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-09-26,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-09-29,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-09-30,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-10-01,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-10-02,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-10-03,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-10-06,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-10-07,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-10-08,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-10-09,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-10-10,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-10-13,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-10-14,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-10-15,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-10-16,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-10-17,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-10-20,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-10-21,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-10-22,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-10-23,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-10-24,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-10-27,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-10-28,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-10-29,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-10-30,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-10-31,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-11-03,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-11-04,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-11-05,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-11-06,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-11-07,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-11-10,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-11-11,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-11-12,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-11-13,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-11-14,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-11-17,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-11-18,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-11-19,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
2003-11-20,24.64040184020996,24.64040184020996,24.64040184020996,24.64040184020996,0
